EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
111309;Centro de Salud Familiar Dra. Ana María Juricic;11-309;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Servicio de Salud;Primario;13119;Maipú;Calle;1841;El Conquistador;225144154;;NO;No Aplica;No Aplica;-33.51407;-70.7966;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111809;SAPU Dra. Ana María Juricic;11-809;11-309;111309.0;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;13119;Maipú;Calle;1841;El Conquistador;225745352;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.513934;-70.79687;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111400;Centro Comunitario de Salud Familiar Rinconada de Maipú;11-400;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;13119;Maipú;Calle;;Camino Rinconada;;;NO;No Aplica;No Aplica;-33.51317;-70.82542;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;05-04-2024
113234;Centro Vida Integra de San Miguel;13-234;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13130;San Miguel;Avenida;6251;Gran Avenida José Miguel Carrera;224107400;01-01-2009;NO;No Aplica;No Aplica;-33.513077;-70.657973;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200902;Servicios Médicos C y C;11-922;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Primario;13119;Maipú;Pasaje;261;Paula Jaraquemada;225501400;;NO;No Aplica;No Aplica;-33.512836;-70.754789;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
113722;Centro Comunitario de Salud Familiar Dr. Salvador Allende;13-722;13-322;113322.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13129;San Joaquín;Calle;472;Juan Aravena;225769930;;NO;No Aplica;No Aplica;-33.51265;-70.63664;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114802;SAPU Los Castaños;14-802;14-302;114302.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13110;La Florida;Calle;5820;Diagonal Los Castaños;225760451;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.512075;-70.578137;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111285;Centro Médico y Dental MegaSalud Maipú;11-285;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;No Aplica;13119;Maipú;Calle;1770;Alberto Llona;224257400;01-01-2009;NO;No Aplica;No Aplica;-33.511943;-70.7561;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
114302;Centro de Salud Familiar Los Castaños;14-302;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13110;La Florida;Calle;5820;Diagonal Los Castaños;225760450;;NO;No Aplica;No Aplica;-33.51188;-70.57798;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111297;Clínica Bellolio;11-297;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13119;Maipú;Calle;1735;Corregidor Zañartu;225501437;01-01-2009;NO;No Aplica;No Aplica;-33.51122;-70.75455;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
112986;Integramédica Maipú;12-986;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13119;Maipú;Avenida;1790;Pajaritos;226366666;01-01-2009;NO;No Aplica;No Aplica;-33.510992;-70.757709;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200331;Centro Odontológico Uno Salud Dental La Florida;14-904;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13110;La Florida;Calle;894;Froilán Roa;6007071010;17-12-2014;NO;No Aplica;No Aplica;-33.517152;-70.595254;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200210;Centro Comunitario de Salud Familiar Coñimo;13-906;13-322;113322.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13129;San Joaquín;Pasaje;275;Catruman;222210557;13-08-2010;NO;No Aplica;No Aplica;-33.51077;-70.62374;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113302;Centro de Salud Familiar Recreo;13-302;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13130;San Miguel;Calle;785;Varas Mena;225761436;;NO;No Aplica;No Aplica;-33.51012;-70.64902;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200486;Clínica Bupa Santiago;14-908;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;Terciario;13110;La Florida;Avenida;1455;Departamental;226669999;25-05-2018;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.509903;-70.598229;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
113642;COSAM Lo Espejo;13-642;13-010;113010.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Municipal;Secundario;13116;Lo Espejo;Pasaje;2379;confirmar;225170903;;NO;No Aplica;No Aplica;-33.509211;-70.677547;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200888;Centro Médico Vida Integra Maipú;11-919;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Primario;13119;Maipú;Avenida;1958;Pajaritos;6006008432;;NO;No Aplica;No Aplica;-33.509209;-70.75471;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
111351;Centro de Referencia de Salud de Maipú;11-351;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Referencia de Salud (CRS);Establecimiento de Salud;No Aplica;Servicio de Salud;Secundario;13119;Maipú;Calle;1001;Camino Rinconada;225746450;16-07-2001;NO;No Aplica;No Aplica;-33.508774;-70.771857;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
111101;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;11-101;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;13119;Maipú;Calle;1201;Camino a Rinconada, Avenida El Olimpo;226120491;01-12-2013;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.508212;-70.774248;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
112315;Centro de Salud Familiar San Luis;12-315;;;13;Región Metropolitana de Santiago;12;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13122;Peñalolén;Calle;5370;La Pradera;229397311;;NO;No Aplica;No Aplica;-33.50812;-70.57799;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113810;SAPU Dental Valledor Tres;13-810;13-310;113310.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;SAPU Dental;Establecimiento de Salud;No Aplica;Municipal;Primario;13116;Lo Espejo;Calle;3849;José María Caro;;;SI;Ambulatoria Especializada;No Aplica;-33.507512;-70.694361;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;13-310;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13116;Lo Espejo;Calle;3849;José María Caro;;;NO;No Aplica;No Aplica;-33.50742;-70.69407;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113820;SAPU Dra. Mariela Salgado;13-820;13-310;113310.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13116;Lo Espejo;Avenida;3849;Cardenal Caro;227800561;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.507337;-70.694295;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200517;Centro Odontológico Uno Salud Dental La Florida Dos;14-909;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13110;La Florida;Avenida;7372;Vicuña Mackenna Poniente, Local A-1;6007071010;17-12-2014;NO;No Aplica;No Aplica;-33.522432;-70.599597;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
113252;Centro Médico y Dental RedSalud;13-252;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;No Aplica;13130;San Miguel;Avenida;5728;Gran Avenida José Miguel Carrera;224257500;01-01-2009;NO;No Aplica;No Aplica;-33.5066;-70.655096;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
113822;SAPU Santa Teresa de Los Andes;13-822;13-322;113322.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13129;San Joaquín;Pasaje;5379;Huara;225761163;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.506319;-70.62454;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113322;Centro de Salud Familiar Santa Teresa de Los Andes;13-322;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13129;San Joaquín;Pasaje;5379;Huara;225761163;;NO;No Aplica;No Aplica;-33.5063;-70.62439;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113250;Clínica Astra San Miguel;13-250;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13130;San Miguel;Avenida;5681;Gran Avenida José Miguel Carrera;225217004;01-01-2009;NO;No Aplica;No Aplica;-33.506169;-70.656159;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
111232;Clínica Astra Maipú;11-232;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13119;Maipú;Avenida;2624;Pajaritos, local 32;225343783;01-01-2009;NO;No Aplica;No Aplica;-33.50567;-70.75697;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
111308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;11-308;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Servicio de Salud;Primario;13119;Maipú;Avenida;2200;Independencia;225742750;;NO;No Aplica;No Aplica;-33.50543;-70.77435;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200218;Centro Médico Clínica Hospital Profesor;11-902;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13119;Maipú;Calle;66;Tristán Valdés;222996000;29-12-2011;NO;No Aplica;No Aplica;-33.505203;-70.756495;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113802;SAR San Miguel;13-802;13-302;113302.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Establecimiento de Salud;No Aplica;Municipal;Primario;13130;San Miguel;Calle;567;Llico;;15-12-2020;SI;Urgencia Ambulatoria (SAR);No Aplica;-33.504957;-70.642698;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111804;SAPU Maipú;11-804;11-304;111304.0;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;13119;Maipú;Avenida;2470;Pajaritos;224828308;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.504336;-70.758607;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111304;Centro de Salud Familiar Maipú;11-304;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Servicio de Salud;Primario;13119;Maipú;Avenida;2470;Ramón Freire;800500354;;NO;No Aplica;No Aplica;-33.50432;-70.75815;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111282;Centro Asistencial AChS Maipú;11-282;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13119;Maipú;Avenida;2521;Pajaritos;223857400;01-01-2009;NO;No Aplica;No Aplica;-33.504193;-70.757091;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
112815;SAPU San Luis;12-815;12-315;112315.0;13;Región Metropolitana de Santiago;12;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13122;Peñalolén;Calle;5556;Los Cerezos;229397301;;SI;Urgencia Ambulatoria (SAPU);Largo;-33.503774;-70.574054;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200361;Centro Comunitario de Salud Familiar Atacama;13-908;13-302;113302.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13130;San Miguel;Calle;1462;Segunda Avenida;;03-07-2017;NO;No Aplica;No Aplica;-33.50374;-70.66271;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
110505;Posta de Salud Rural Pichi;10-505;;;13;Región Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;13502;Alhué;Calle;;Sector Pichi;;;NO;No Aplica;No Aplica;-33.98443;-71.06306;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113803;SAR Dr. Amador Neghme R.;13-803;13-303;113303.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Establecimiento de Salud;No Aplica;Municipal;Primario;13121;Pedro Aguirre Cerda;Calle;6043;Llanquihue;226124574;;SI;Urgencia Ambulatoria (SAR);No Aplica;-33.503567;-70.675846;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
